published_date,published_platform,rating,helpful_votes,title,text,Hour,Day,Month,Year,Timezone,language,char_count,translated_text
2017-05-16 18:26:00+00:00,Desktop,5,0,Iconic,"I am sure I am not, but I sure felt smarter just walking around the beautiful grounds. Inspiring architecture and the layout of the entire area and nice shops and cafes is fantastic. Worth a visit.",1,16,5,2017,UTC,en,197,"I am sure I am not, but I sure felt smarter just walking around the beautiful grounds. Inspiring architecture and the layout of the entire area and nice shops and cafes is fantastic. Worth a visit."
2017-05-15 16:45:08+00:00,Desktop,5,0,famous university,Historical campus with famous  central Harvard Yard and  many other buildings and museums and library.Grat people watching and  hearing languages from all over the world.,0,15,5,2017,UTC,en,170,Historical campus with famous  central Harvard Yard and  many other buildings and museums and library.Grat people watching and  hearing languages from all over the world.
2017-05-15 15:51:22+00:00,Desktop,5,0,Beautiful Campus,Definitely worth a walk about here. It's a beautiful campus filled with a lot of history. There are tours available but we enjoyed just wandering.,0,15,5,2017,UTC,en,146,Definitely worth a walk about here. It's a beautiful campus filled with a lot of history. There are tours available but we enjoyed just wandering.
2017-05-12 23:04:09+00:00,Mobile,5,1,Beautiful campus,"No personal attachment to Harvard, but went because it's famous. It was an absolutely gorgeous campus. It feels like a fairytale. ",4,12,5,2017,UTC,en,130,"No personal attachment to Harvard, but went because it's famous. It was an absolutely gorgeous campus. It feels like a fairytale. "
2017-05-12 16:46:09+00:00,Desktop,5,0,Grandson a student,"Don't be surprised if the students ignore you and are borderline rude. As a freshman, our grandson's dorm was located near the John Harvard statue and he had to fight his way through the tourists to get to class. After a while, he just walked in front of cameras. The place is so exciting and demanding of its students. It has earned its well deserved reputation as America's premier university. ",4,12,5,2017,UTC,en,396,"Don't be surprised if the students ignore you and are borderline rude. As a freshman, our grandson's dorm was located near the John Harvard statue and he had to fight his way through the tourists to get to class. After a while, he just walked in front of cameras. The place is so exciting and demanding of its students. It has earned its well deserved reputation as America's premier university. "
2017-05-11 13:12:43+00:00,Mobile,5,0,Very beautiful ,"There is no way to be in Boston and not to visit Harvard. It's wonderful, everything super very clean, you can take great photos and still have the squirrels. ",3,11,5,2017,UTC,en,159,"There is no way to be in Boston and not to visit Harvard. It's wonderful, everything super very clean, you can take great photos and still have the squirrels. "
2017-05-11 13:03:27+00:00,Desktop,5,0,Memorial Hall,"We had a specific focus for our trip to Boston area which did not include visiting any education places such as Harvard. However our guide insisted we stop at Harvard's Memorial Hall to see the Memorial Transept due to my interest in the Civil War...

We are so fortunate that we followed his advise. We were to only ones in the room & all we can say it was stunning. The stained glass windows are beautiful. If you are there, don't miss it.",3,11,5,2017,UTC,en,441,"We had a specific focus for our trip to Boston area which did not include visiting any education places such as Harvard. However our guide insisted we stop at Harvard's Memorial Hall to see the Memorial Transept due to my interest in the Civil War...

We are so fortunate that we followed his advise. We were to only ones in the room & all we can say it was stunning. The stained glass windows are beautiful. If you are there, don't miss it."
2017-05-11 05:19:10+00:00,Desktop,5,0,Melting pot of diverse people,The environment at the university is laid back and conducive to learning and the meeting of great minds. ,3,11,5,2017,UTC,en,105,The environment at the university is laid back and conducive to learning and the meeting of great minds. 
2017-05-06 23:50:22+00:00,Desktop,5,0,The only time I have been jealous!,"Walking in the Campus, looking at students and imagining thei LUCKY life as Harvard students is really an awesome experience. We visited one of the libraries (the Law one), so fascinating we could have been sitting there for hours! And we strolled around the campus which is absolutely beautiful.
It is possible also to have guided tours (guided by students) of the campus, but unfortunately I couldn't do that because I had to work.",5,6,5,2017,UTC,en,433,"Walking in the Campus, looking at students and imagining thei LUCKY life as Harvard students is really an awesome experience. We visited one of the libraries (the Law one), so fascinating we could have been sitting there for hours! And we strolled around the campus which is absolutely beautiful.
It is possible also to have guided tours (guided by students) of the campus, but unfortunately I couldn't do that because I had to work."
2017-05-06 13:10:08+00:00,Desktop,5,0,What a Campus!,"Seems about right that the best and brightest should be staying here - what a gorgeous campus!  Beautiful buildings and spaces, the river running through, trees and parks - should provide the environment for everyone to perform to their best.",5,6,5,2017,UTC,en,242,"Seems about right that the best and brightest should be staying here - what a gorgeous campus!  Beautiful buildings and spaces, the river running through, trees and parks - should provide the environment for everyone to perform to their best."
2017-05-02 20:27:17+00:00,Desktop,5,0,Harvard Tour,"I did the Harvard tour that is free that is given by a Harvard student.  It was fascinating and impressive.  The history was amazing, and I could have heard more.  It was a wonderful afternoon to be part of such a wonderful campus.",1,2,5,2017,UTC,en,231,"I did the Harvard tour that is free that is given by a Harvard student.  It was fascinating and impressive.  The history was amazing, and I could have heard more.  It was a wonderful afternoon to be part of such a wonderful campus."
2017-04-30 19:25:19+00:00,Mobile,4,0,Historic place,"It's Harvard, what do you expect? Historic buildings that just exude knowledge. A bit spread out, without a real campus feeling outside of the immediate vicinity of Harvard Square. At least now you can say, I just entered Harvard!",6,30,4,2017,UTC,en,230,"It's Harvard, what do you expect? Historic buildings that just exude knowledge. A bit spread out, without a real campus feeling outside of the immediate vicinity of Harvard Square. At least now you can say, I just entered Harvard!"
2017-04-30 14:03:06+00:00,Mobile,5,0,Good visit to see the uni and buildings,"Good walk through the university on a Saturday morning. Arts festival was underway so lots of people taking advantage of it. 

Lots of history in the area and buildings. Great for architecture enthusiasts. 

Can only imagine what it must be for the students and faculty with all the tourists all the time (present company included!) ",6,30,4,2017,UTC,en,333,"Good walk through the university on a Saturday morning. Arts festival was underway so lots of people taking advantage of it. 

Lots of history in the area and buildings. Great for architecture enthusiasts. 

Can only imagine what it must be for the students and faculty with all the tourists all the time (present company included!) "
2017-04-30 04:02:09+00:00,Mobile,5,0,Hahvard Tour,"We had a great time at the tour, Melissa was really nice & informative. Congrats on your upcoming graduation!",6,30,4,2017,UTC,en,109,"We had a great time at the tour, Melissa was really nice & informative. Congrats on your upcoming graduation!"
2017-04-29 07:18:55+00:00,Mobile,5,1,Lovely buildings,Harvard and Cambridge is an easy side trip from Boston - a few stops on the Red T line. Beautiful buildings on a quite a small site. All accessible apart from the library. You could do this in half a day. ,5,29,4,2017,UTC,en,205,Harvard and Cambridge is an easy side trip from Boston - a few stops on the Red T line. Beautiful buildings on a quite a small site. All accessible apart from the library. You could do this in half a day. 
2017-04-29 00:18:46+00:00,Mobile,5,0,Unforgettable experience!,Unforgettable experience! Do not miss a walk in the Harvard campus with all the state of the art facilities and the students!,5,29,4,2017,UTC,en,125,Unforgettable experience! Do not miss a walk in the Harvard campus with all the state of the art facilities and the students!
2017-04-28 10:08:42+00:00,Mobile,5,0,An excellent walking experience,"I did my own self guided walking tour around the grounds which I found to be much smaller than expected.  Some of the faculties such as the Law School, The John F Kennedy School of Politics and Radcliffe College are outside the grounds but within walking distance.  Cambridge Common was close by and is a place of historical importance so consider including that if you are walking independently.
The Georgian buildings and simple lawned grounds are magnificent.  There are paths criss crossing the lawns which make for easy flat walking from quadrangle to quadrangle. Try and pick up a map or guide book before you go. 
Also try to walk along Quincy Street and visit the Fogg Art Museum which houses an amazing collection and is architecturally interesting.",4,28,4,2017,UTC,en,758,"I did my own self guided walking tour around the grounds which I found to be much smaller than expected.  Some of the faculties such as the Law School, The John F Kennedy School of Politics and Radcliffe College are outside the grounds but within walking distance.  Cambridge Common was close by and is a place of historical importance so consider including that if you are walking independently.
The Georgian buildings and simple lawned grounds are magnificent.  There are paths criss crossing the lawns which make for easy flat walking from quadrangle to quadrangle. Try and pick up a map or guide book before you go. 
Also try to walk along Quincy Street and visit the Fogg Art Museum which houses an amazing collection and is architecturally interesting."
2017-04-26 05:32:35+00:00,Desktop,4,0,A Visit Worth Making,"When in the Boston area, a visit the Harvard University is well worth the effort.  Perhaps one of the best known institutions of higher learning in the United States, Harvard is full of history and traditions.  Walking around the impressive campus, particularly with someone who graduated from Harvard, is a real treat.",2,26,4,2017,UTC,en,319,"When in the Boston area, a visit the Harvard University is well worth the effort.  Perhaps one of the best known institutions of higher learning in the United States, Harvard is full of history and traditions.  Walking around the impressive campus, particularly with someone who graduated from Harvard, is a real treat."
2017-04-25 13:15:54+00:00,Mobile,5,2,"Fun to say you've ""Been to Harvard"" LOL","We had lunch across the street @ Grafton Street Cafe (I think that was the name).  Walked around without an official ""tour"", but would love to do that sometime.  We walked into the Math/Sciences building and saw the giant IBM computer that had the first ever ""computer bug"".  We later saw a sign saying we weren't supposed to be inside any of the buildings, so whoops!  It was an interesting place!",1,25,4,2017,UTC,en,398,"We had lunch across the street @ Grafton Street Cafe (I think that was the name).  Walked around without an official ""tour"", but would love to do that sometime.  We walked into the Math/Sciences building and saw the giant IBM computer that had the first ever ""computer bug"".  We later saw a sign saying we weren't supposed to be inside any of the buildings, so whoops!  It was an interesting place!"
2017-04-24 17:01:54+00:00,Desktop,4,0,Worth a Trip,Had a walk round Harvard's Iconic campus. Boston has some great architecture. Well worth a jaunt if that's your thing.,0,24,4,2017,UTC,en,118,Had a walk round Harvard's Iconic campus. Boston has some great architecture. Well worth a jaunt if that's your thing.
2017-04-23 02:59:50+00:00,Desktop,5,0,You get a real sense of the spirit,I visited Harvard Yard on a guided tour and it was really interesting to hear the stories about and history of the university. I was especially impressed by the social responsibility the university shows by funding students that cannot afford attending and the separation of the academic from the economic abilities. I can truly recommend a visit to Harvard.,6,23,4,2017,UTC,en,358,I visited Harvard Yard on a guided tour and it was really interesting to hear the stories about and history of the university. I was especially impressed by the social responsibility the university shows by funding students that cannot afford attending and the separation of the academic from the economic abilities. I can truly recommend a visit to Harvard.
2017-04-23 00:49:18+00:00,Desktop,5,0,quintessential Cambridge and must see,"For the history alone and those famous faces that have walked these halls, at minimum a quick visit to the buildings is a must see.  Stop by and touch John Harvard's toe is a must along with a visit to the bookstore across the street.  If you want to see the school in action, catch it during the afternoon class rush and grab a seat outside to take it all in. ",6,23,4,2017,UTC,en,361,"For the history alone and those famous faces that have walked these halls, at minimum a quick visit to the buildings is a must see.  Stop by and touch John Harvard's toe is a must along with a visit to the bookstore across the street.  If you want to see the school in action, catch it during the afternoon class rush and grab a seat outside to take it all in. "
2017-04-21 21:38:23+00:00,Mobile,5,0,Great visit,Harvard university is really a must see place in Boston! It's not allowed to get into the buildings but nonetheless it's great to visit it!,4,21,4,2017,UTC,en,139,Harvard university is really a must see place in Boston! It's not allowed to get into the buildings but nonetheless it's great to visit it!
2017-04-19 20:28:05+00:00,Desktop,4,0,Beautiful Grounds,"Harvard is a short train ride from downtown Boston, and to me, it was worth seeing the school grounds and being surrounded by smart young people, some of whom are likely to become future world leaders.",2,19,4,2017,UTC,en,201,"Harvard is a short train ride from downtown Boston, and to me, it was worth seeing the school grounds and being surrounded by smart young people, some of whom are likely to become future world leaders."
2017-04-17 23:24:00+00:00,Desktop,5,0,The oldest college in America,Guided tours are the best way to know Harvard. You can pay for a tour or do the college sponsored information session if your child is considering Harvard. ,0,17,4,2017,UTC,en,156,Guided tours are the best way to know Harvard. You can pay for a tour or do the college sponsored information session if your child is considering Harvard. 
2017-04-16 12:02:34+00:00,Mobile,5,2,Outstanding school,"Great campus to visit, even better to study!  I even met my wife while studying our MBAs, and now have my two kids studying their undergrad degree there. Beautiful campus and fantastic facilities. ",6,16,4,2017,UTC,en,197,"Great campus to visit, even better to study!  I even met my wife while studying our MBAs, and now have my two kids studying their undergrad degree there. Beautiful campus and fantastic facilities. "
2017-04-16 11:52:28+00:00,Mobile,5,0,Amazing!,One a life you have to go and visit Harvard! It's an open university. You can enter in the Campus and visit different buildings. You will have the feeling that from this moment you can create your future! Harvard inspires future! :),6,16,4,2017,UTC,en,232,One a life you have to go and visit Harvard! It's an open university. You can enter in the Campus and visit different buildings. You will have the feeling that from this moment you can create your future! Harvard inspires future! :)
2017-04-16 09:14:24+00:00,Desktop,5,1,Excellent info session and tour,"We had visited campus years ago but now that we are shopping for colleges, we signed up for the info session and tour. The info session was terrific with an admissions counselor and 2 students who really conveyed was a special place Harvard is. The tour was great too. The campus is beautiful and the guide adding some interesting facts.",6,16,4,2017,UTC,en,337,"We had visited campus years ago but now that we are shopping for colleges, we signed up for the info session and tour. The info session was terrific with an admissions counselor and 2 students who really conveyed was a special place Harvard is. The tour was great too. The campus is beautiful and the guide adding some interesting facts."
2017-04-13 18:31:36+00:00,Desktop,5,1,Great place to walk and discover famous places,"You don't have to be a prospective student neither a current one to access the campus. You can access the university and discover it. Some famous landmarks are available without paying for guiding tours. You can easily go to campus by walking from the Harvard station by the subway. Also, you can reach MIT if you want to take a 20 min walk.",3,13,4,2017,UTC,en,341,"You don't have to be a prospective student neither a current one to access the campus. You can access the university and discover it. Some famous landmarks are available without paying for guiding tours. You can easily go to campus by walking from the Harvard station by the subway. Also, you can reach MIT if you want to take a 20 min walk."
2017-04-12 21:37:48+00:00,Desktop,5,0,The Classic institution of intellectual awareness,Wow - amazingly beautiful campus filled with lots of intelligent people who care about the world on a large scale but in a very classic way.,2,12,4,2017,UTC,en,140,Wow - amazingly beautiful campus filled with lots of intelligent people who care about the world on a large scale but in a very classic way.
2017-04-11 19:28:07+00:00,Desktop,5,0,A marvelous experience.,"We were lucky enough to join a tour at the Harvard University and thanks God for that. It was a very pleasant and educating experience.
The young student who lead the group and acted as our guide had a very pleasant character and after every time she completed her story gave us a chance to ask questions.
Very thorough, patient & accommodating gave us the chance to find out most of the history and the way this great establishment operates.
Once in Boston, please do not forget to take the subway and go to Cambridge to have a tour at Harvard.",1,11,4,2017,UTC,en,545,"We were lucky enough to join a tour at the Harvard University and thanks God for that. It was a very pleasant and educating experience.
The young student who lead the group and acted as our guide had a very pleasant character and after every time she completed her story gave us a chance to ask questions.
Very thorough, patient & accommodating gave us the chance to find out most of the history and the way this great establishment operates.
Once in Boston, please do not forget to take the subway and go to Cambridge to have a tour at Harvard."
2017-04-10 20:58:35+00:00,Desktop,4,0,Classic student led campus tour was a treat on a wet wet day,"Whether we had a prospective student or not, it felt like an attraction to experience in a 75 minute walking tour led by a current student.  While we do have a prospect, the light tales of history, the walk through Harvard Square, and the locations where incredibly famous people studied and walked was inspiring to us.

Sign up for an info session and/or the campus tour as they are separate events.",0,10,4,2017,UTC,en,400,"Whether we had a prospective student or not, it felt like an attraction to experience in a 75 minute walking tour led by a current student.  While we do have a prospect, the light tales of history, the walk through Harvard Square, and the locations where incredibly famous people studied and walked was inspiring to us.

Sign up for an info session and/or the campus tour as they are separate events."
2017-04-09 23:33:27+00:00,Desktop,5,0,Beautiful campus,Wonderful tour on a beautiful spring day...sadly with the low acceptance rate this very much a reach school,6,9,4,2017,UTC,en,107,Wonderful tour on a beautiful spring day...sadly with the low acceptance rate this very much a reach school
2017-04-09 11:29:36+00:00,Mobile,5,1,Top attraction in Boston area,"Harvard campus is an amazing attraction for children and adults. You can feel the history, tradition, knowledge. There sre numerous stores around the campus selling t-shirts and much more. And many restaurants ranging from hugh end to fast food.",6,9,4,2017,UTC,en,245,"Harvard campus is an amazing attraction for children and adults. You can feel the history, tradition, knowledge. There sre numerous stores around the campus selling t-shirts and much more. And many restaurants ranging from hugh end to fast food."
2017-04-08 14:31:47+00:00,Mobile,4,0,Beautiful university to explore,"The university campus is enormous, and the buildings and grounds are beautiful. We happily spent a couple of hours wandering through the University and followed up with a walk along the street in Harvard Square. Worth checking out if you're in Boston for a few days. ",5,8,4,2017,UTC,en,267,"The university campus is enormous, and the buildings and grounds are beautiful. We happily spent a couple of hours wandering through the University and followed up with a walk along the street in Harvard Square. Worth checking out if you're in Boston for a few days. "
2017-04-07 22:12:35+00:00,Desktop,5,0,So much history to take in,"Harvard University is an amazing institution of learning but the campus is a hidden gem of museums, historically significant places great architecture.  It would be impossible to take it all in.  ",4,7,4,2017,UTC,en,196,"Harvard University is an amazing institution of learning but the campus is a hidden gem of museums, historically significant places great architecture.  It would be impossible to take it all in.  "
2017-04-07 08:50:23+00:00,Mobile,5,0,Great Day Out,"The town of Harvard and the university complex is a definite visit, if you are in the area. We caught the 69 bus from Lechmere, which went straight there down Cambridge Street.

I imagine it is lovely during the spring and summer, as we enjoyed the trip and it was raining an cold!!",4,7,4,2017,UTC,en,282,"The town of Harvard and the university complex is a definite visit, if you are in the area. We caught the 69 bus from Lechmere, which went straight there down Cambridge Street.

I imagine it is lovely during the spring and summer, as we enjoyed the trip and it was raining an cold!!"
2017-04-06 23:48:15+00:00,Desktop,5,0,Beautiful and full of history,We took a campus tour and the guide was very knowledgeable and entertaining.  Even just walking around made you feel inspired and smarter. ,3,6,4,2017,UTC,en,139,We took a campus tour and the guide was very knowledgeable and entertaining.  Even just walking around made you feel inspired and smarter. 
2017-04-06 21:25:41+00:00,Desktop,4,0,Beautiful campus,The campus is beautiful - especially during the fall season and the architecture is classic. It was a perfect setting for a picnic lunch as well.,3,6,4,2017,UTC,en,145,The campus is beautiful - especially during the fall season and the architecture is classic. It was a perfect setting for a picnic lunch as well.
2017-04-06 09:17:08+00:00,Desktop,5,1,One of the world's most prestigious universities,"Harvard University, located in Cambridge, Massachusetts & established in 1636 is the oldest institution of higher learning in the USA. Combined with its history, influence & wealth, this private Ivy League university is very prestigious. The campus is quite lovely and filled with history. A must see if in the area - don't miss the square and the museum of natural history.",3,6,4,2017,UTC,en,374,"Harvard University, located in Cambridge, Massachusetts & established in 1636 is the oldest institution of higher learning in the USA. Combined with its history, influence & wealth, this private Ivy League university is very prestigious. The campus is quite lovely and filled with history. A must see if in the area - don't miss the square and the museum of natural history."
2017-04-03 22:56:04+00:00,Desktop,5,0,Par excellence Feeling,"A historic World famous Educational Institution. Devoted to teaching learning and research. All know its history, I am not going in its detail. Just walk around in all the campus you will get the feeling of being student again, being super human.one would like to enroll again for study.all the campus are nicely located .library is marvelous research lab is very goood .all the buildings are artistically built ,specious having good facilities for learning one gets feeling of ' Proud and self esteem ' . Like to study again at Harvard.",0,3,4,2017,UTC,en,537,"A historic World famous Educational Institution. Devoted to teaching learning and research. All know its history, I am not going in its detail. Just walk around in all the campus you will get the feeling of being student again, being super human.one would like to enroll again for study.all the campus are nicely located .library is marvelous research lab is very goood .all the buildings are artistically built ,specious having good facilities for learning one gets feeling of ' Proud and self esteem ' . Like to study again at Harvard."
2017-04-03 20:37:26+00:00,Desktop,5,1,excellent outdoor space near the science centre building,"i have been going to boston in the spring annually and this year i saw something new.  they have this common area outside the science centre building that is amazing.  when we were there, there were two ladies offering free fruit, lemonade, donuts and talking to the people to get feedback about this common area.  there were food trucks to buy food.  in this common area, there were benches with huge pillows to relax on, tables to eat at and tables and benches for larger groups of people.  then there were the games....mini golf, ping pong, a foosball table, huge jenga game, beanbag toss, and i am sure i am missing some other things.  everything was free.  oh yes, there was a giant chess set.  but everything was free and it was in a great location.  our family spent about an hour hanging out here and if we let the kids decide, we would have spent even more time here.  the architecture is incredible.  the people are all friendly.  it was an enjoyable morning.",0,3,4,2017,UTC,en,969,"i have been going to boston in the spring annually and this year i saw something new.  they have this common area outside the science centre building that is amazing.  when we were there, there were two ladies offering free fruit, lemonade, donuts and talking to the people to get feedback about this common area.  there were food trucks to buy food.  in this common area, there were benches with huge pillows to relax on, tables to eat at and tables and benches for larger groups of people.  then there were the games....mini golf, ping pong, a foosball table, huge jenga game, beanbag toss, and i am sure i am missing some other things.  everything was free.  oh yes, there was a giant chess set.  but everything was free and it was in a great location.  our family spent about an hour hanging out here and if we let the kids decide, we would have spent even more time here.  the architecture is incredible.  the people are all friendly.  it was an enjoyable morning."
2017-04-02 04:52:40+00:00,Desktop,5,0,Sports halls,"So disappointed with Harvard itself. It is what it is - a university with not really much else.  But I must say the sports facilities are out of this world!!  The ice hockey, running stadium and baseball/football stadium are amazing and really made our visit!!!!",6,2,4,2017,UTC,en,262,"So disappointed with Harvard itself. It is what it is - a university with not really much else.  But I must say the sports facilities are out of this world!!  The ice hockey, running stadium and baseball/football stadium are amazing and really made our visit!!!!"
2017-03-29 20:50:24+00:00,Desktop,3,0,"Beautiful, Historic Campus!","This is a beautiful, historic campus! Harvard has a strong history and academic tradition. The school offers free, student-led tours around the main buildings on campus. The tour was interesting, saw a few highlights of some of the more historic buildings, and it was about an hour in length. Do be aware that the tour is outside, so if the weather is bad, you might want to consider it for another day. Also, I was a bit disappointed that we weren't able to go inside any of the buildings. That would have been nice, but I understand they have to consider the safety and security of their students.",2,29,3,2017,UTC,en,599,"This is a beautiful, historic campus! Harvard has a strong history and academic tradition. The school offers free, student-led tours around the main buildings on campus. The tour was interesting, saw a few highlights of some of the more historic buildings, and it was about an hour in length. Do be aware that the tour is outside, so if the weather is bad, you might want to consider it for another day. Also, I was a bit disappointed that we weren't able to go inside any of the buildings. That would have been nice, but I understand they have to consider the safety and security of their students."
2017-03-24 22:53:35+00:00,Desktop,4,2,Exploring Harvard Yard,"We saw the administrative offices, libraries, academic buildings, university halls, Memorial Church, undergraduates dormitories and residential houses, the inspirational Statue of John Harvard. Saw many visitors taking a photo with the statue. Nice place to explore, walk, enjoy and be inspired.",4,24,3,2017,UTC,en,295,"We saw the administrative offices, libraries, academic buildings, university halls, Memorial Church, undergraduates dormitories and residential houses, the inspirational Statue of John Harvard. Saw many visitors taking a photo with the statue. Nice place to explore, walk, enjoy and be inspired."
2017-03-24 18:07:17+00:00,Mobile,4,0,Visit when it's warm!,"The campus itself is beautiful, but visit when it is nice out! I went at the end of March and the weather was still cold and we didn't get to see as much as we wanted because of it! Try and get a tour of the freshman dining hall -- it is designed after the one in the UK which ch is what Hogwarts' dining hall is based off of!",4,24,3,2017,UTC,en,326,"The campus itself is beautiful, but visit when it is nice out! I went at the end of March and the weather was still cold and we didn't get to see as much as we wanted because of it! Try and get a tour of the freshman dining hall -- it is designed after the one in the UK which ch is what Hogwarts' dining hall is based off of!"
2017-03-23 13:41:10+00:00,Desktop,5,0,Gotta come,"I had the chance to walk around Harvard Yard, following some tours and then on my own. I STRONGLY recommend that you follow the tours, because some of the buildings don't look that impressive, but wow the history behind them is so rich. Yo really have to be on a tour to appreciate this place, or just study there.",3,23,3,2017,UTC,en,314,"I had the chance to walk around Harvard Yard, following some tours and then on my own. I STRONGLY recommend that you follow the tours, because some of the buildings don't look that impressive, but wow the history behind them is so rich. Yo really have to be on a tour to appreciate this place, or just study there."
2017-03-22 17:25:50+00:00,Mobile,5,0,Legendary place and with lots to see,"Harvard Yard is an iconic campus, and it's fun to feel the buzz.  But there are also many great collections to visit including the newly renovated Harvard Art Museums, the Peabody (glass flowers! And the second largest ethnographic collection in the USA!), and the scientific instruments collection in the Science Center.  ",2,22,3,2017,UTC,en,323,"Harvard Yard is an iconic campus, and it's fun to feel the buzz.  But there are also many great collections to visit including the newly renovated Harvard Art Museums, the Peabody (glass flowers! And the second largest ethnographic collection in the USA!), and the scientific instruments collection in the Science Center.  "
2017-03-18 11:06:11+00:00,Desktop,5,0,Beautiful University! Highly recommended visit!,"I and my wife loved the visit to the Harvard University. We visited many places in the campus. The buildings are very imposing and you really breathe knowledge. Moreover, its gardens are very singular.  We even participated in an interview with some Harvard students who were doing a job. Very nice!",5,18,3,2017,UTC,en,299,"I and my wife loved the visit to the Harvard University. We visited many places in the campus. The buildings are very imposing and you really breathe knowledge. Moreover, its gardens are very singular.  We even participated in an interview with some Harvard students who were doing a job. Very nice!"
2017-03-16 09:11:47+00:00,Desktop,4,1,See the Art Museum,"The Art Museum got a new addition (Enzo Pianno) a few years ago which really allows you to see the breadth of Harvard's collection in both antiquities and more recent works. There's also a pleasant cafe in the atrium to let what you've seen soak in.The rest of the campus is vast and not all of it contiguous. The Business School is across the river but a world away, feels like a country club.",3,16,3,2017,UTC,en,394,"The Art Museum got a new addition (Enzo Pianno) a few years ago which really allows you to see the breadth of Harvard's collection in both antiquities and more recent works. There's also a pleasant cafe in the atrium to let what you've seen soak in.The rest of the campus is vast and not all of it contiguous. The Business School is across the river but a world away, feels like a country club."
2017-03-15 20:39:55+00:00,Mobile,5,0,Primary Care Conference 2017,"Attended the Harvard Medical School Conference. It was fantastic . World renowned Professors. Boston is wonderful despite the snow storm. Quint essentially Middle England ! Beautiful Tea places, fine dining and theatrical performances. 
Unfortunately, could not attend the Whale
Watching as it's not the season yet! Perhaps next time.",2,15,3,2017,UTC,en,334,"Attended the Harvard Medical School Conference. It was fantastic . World renowned Professors. Boston is wonderful despite the snow storm. Quint essentially Middle England ! Beautiful Tea places, fine dining and theatrical performances. 
Unfortunately, could not attend the Whale
Watching as it's not the season yet! Perhaps next time."
2017-03-13 05:57:00+00:00,Desktop,3,1,"Well-maintained, worth a quick visit","It took us about 20 minutes to snap a few photos, then it was time to move on. Interesting, if you've seen the place in movies. If not, then not so much.",0,13,3,2017,UTC,en,153,"It took us about 20 minutes to snap a few photos, then it was time to move on. Interesting, if you've seen the place in movies. If not, then not so much."
2017-03-12 13:57:43+00:00,Desktop,5,0,Beautiful Campus,We were in Cambridge and had a few minutes to walk through the campus.  It is so nice to see all the historic buildings so beautifully maintained.,6,12,3,2017,UTC,en,146,We were in Cambridge and had a few minutes to walk through the campus.  It is so nice to see all the historic buildings so beautifully maintained.
2017-03-11 20:43:58+00:00,Mobile,5,0,College Visit,"Beautiful campus, art museum & natural history museum. Lots to see at Harvard & nearby Harvard Square offers many lunch & dining options. ",5,11,3,2017,UTC,en,138,"Beautiful campus, art museum & natural history museum. Lots to see at Harvard & nearby Harvard Square offers many lunch & dining options. "
2017-03-09 18:09:20+00:00,Mobile,5,0,The Harvard university ,"Took an hour tour of the university with a freshman student. The place has a very British feel about it. The Harvard yard feels awesome with all the student dorms, lecture halls, library and church. ",3,9,3,2017,UTC,en,199,"Took an hour tour of the university with a freshman student. The place has a very British feel about it. The Harvard yard feels awesome with all the student dorms, lecture halls, library and church. "
2017-03-09 07:25:29+00:00,Desktop,5,0,Great to see,"Harvard is like a separate town on it's own. The campus is surrounded by student shops and restaurants. The campus itself is very beautiful, as all the buildings have been preserved, and although you are unable to enter any buildings, it's a very tranquil area to stroll around. I went to the Harvard Art Museum, which has very small exhibits. If you are able to see the fine art museum in Boston, rather do that. MIT is within walking distance, and also worth a stroll.",3,9,3,2017,UTC,en,470,"Harvard is like a separate town on it's own. The campus is surrounded by student shops and restaurants. The campus itself is very beautiful, as all the buildings have been preserved, and although you are unable to enter any buildings, it's a very tranquil area to stroll around. I went to the Harvard Art Museum, which has very small exhibits. If you are able to see the fine art museum in Boston, rather do that. MIT is within walking distance, and also worth a stroll."
2017-03-07 06:58:45+00:00,Desktop,4,0,Charming,The name speaks for itself. This Ivy Leaguer wears its age proudly and reverently. A walk through Harvard University can send chills up your spine thinking of the minds that have been nurtured here. Include a tour of Harvard Business School on the Boston side of the Charles River. A powerhouse,1,7,3,2017,UTC,en,294,The name speaks for itself. This Ivy Leaguer wears its age proudly and reverently. A walk through Harvard University can send chills up your spine thinking of the minds that have been nurtured here. Include a tour of Harvard Business School on the Boston side of the Charles River. A powerhouse
2017-03-06 14:07:59+00:00,Desktop,5,0,The classic private university experience!,"If you want to know what to be an exclusive student is like, you have to check this campus. 
Classic Boston architecture, looks like taken from some old british town, really great to see. You can walk around a get amused by pretty much every building. 
Make sure you check the Memorial Cathedral and the small church nearby. The natural history museum is great you have to check it and more important, you can get there by Bus or Subway. Ride the T to Harvard square and walk for a couple of block or find the best bus route (maybe the 1 or the 86) to get there. 
Great campus and awesome architecture!",0,6,3,2017,UTC,en,602,"If you want to know what to be an exclusive student is like, you have to check this campus. 
Classic Boston architecture, looks like taken from some old british town, really great to see. You can walk around a get amused by pretty much every building. 
Make sure you check the Memorial Cathedral and the small church nearby. The natural history museum is great you have to check it and more important, you can get there by Bus or Subway. Ride the T to Harvard square and walk for a couple of block or find the best bus route (maybe the 1 or the 86) to get there. 
Great campus and awesome architecture!"
