published_date,published_platform,rating,helpful_votes,title,text,Hour,Day,Month,Year,Timezone,language,char_count,translated_text,contains_emoji,title_contains_emoji,no_emoji_text,clean_text
2017-03-24 18:07:17+00:00,Mobile,4,0,Visit when it's warm!,"The campus itself is beautiful, but visit when it is nice out! I went at the end of March and the weather was still cold and we didn't get to see as much as we wanted because of it! Try and get a tour of the freshman dining hall -- it is designed after the one in the UK which ch is what Hogwarts' dining hall is based off of!",4,24,3,2017,UTC,en,326,"The campus itself is beautiful, but visit when it is nice out! I went at the end of March and the weather was still cold and we didn't get to see as much as we wanted because of it! Try and get a tour of the freshman dining hall -- it is designed after the one in the UK which ch is what Hogwarts' dining hall is based off of!",False,False,"The campus itself is beautiful, but visit when it is nice out! I went at the end of March and the weather was still cold and we didn't get to see as much as we wanted because of it! Try and get a tour of the freshman dining hall -- it is designed after the one in the UK which ch is what Hogwarts' dining hall is based off of!","The campus beautiful, visit nice! I went end March weather still cold n't get see much wanted! Try get tour freshman dining hall-- designed one UK ch Hogwarts' dining hall based!"
2017-03-23 13:41:10+00:00,Desktop,5,0,Gotta come,"I had the chance to walk around Harvard Yard, following some tours and then on my own. I STRONGLY recommend that you follow the tours, because some of the buildings don't look that impressive, but wow the history behind them is so rich. Yo really have to be on a tour to appreciate this place, or just study there.",3,23,3,2017,UTC,en,314,"I had the chance to walk around Harvard Yard, following some tours and then on my own. I STRONGLY recommend that you follow the tours, because some of the buildings don't look that impressive, but wow the history behind them is so rich. Yo really have to be on a tour to appreciate this place, or just study there.",False,False,"I had the chance to walk around Harvard Yard, following some tours and then on my own. I STRONGLY recommend that you follow the tours, because some of the buildings don't look that impressive, but wow the history behind them is so rich. Yo really have to be on a tour to appreciate this place, or just study there.","I chance walk around Harvard Yard, following tours. I STRONGLY recommend follow tours, buildings n't look impressive, wow history behind rich. Yo really tour appreciate place, study."
2017-03-22 17:25:50+00:00,Mobile,5,0,Legendary place and with lots to see,"Harvard Yard is an iconic campus, and it's fun to feel the buzz.  But there are also many great collections to visit including the newly renovated Harvard Art Museums, the Peabody (glass flowers! And the second largest ethnographic collection in the USA!), and the scientific instruments collection in the Science Center.  ",2,22,3,2017,UTC,en,323,"Harvard Yard is an iconic campus, and it's fun to feel the buzz.  But there are also many great collections to visit including the newly renovated Harvard Art Museums, the Peabody (glass flowers! And the second largest ethnographic collection in the USA!), and the scientific instruments collection in the Science Center.  ",False,False,"Harvard Yard is an iconic campus, and it's fun to feel the buzz.  But there are also many great collections to visit including the newly renovated Harvard Art Museums, the Peabody (glass flowers! And the second largest ethnographic collection in the USA!), and the scientific instruments collection in the Science Center.  ","Harvard Yard iconic campus,'s fun feel buzz. But also many great collections visit including newly renovated Harvard Art Museums, Peabody( glass flowers! And second largest ethnographic collection USA!), scientific instruments collection Science Center."
2017-03-18 11:06:11+00:00,Desktop,5,0,Beautiful University! Highly recommended visit!,"I and my wife loved the visit to the Harvard University. We visited many places in the campus. The buildings are very imposing and you really breathe knowledge. Moreover, its gardens are very singular.  We even participated in an interview with some Harvard students who were doing a job. Very nice!",5,18,3,2017,UTC,en,299,"I and my wife loved the visit to the Harvard University. We visited many places in the campus. The buildings are very imposing and you really breathe knowledge. Moreover, its gardens are very singular.  We even participated in an interview with some Harvard students who were doing a job. Very nice!",False,False,"I and my wife loved the visit to the Harvard University. We visited many places in the campus. The buildings are very imposing and you really breathe knowledge. Moreover, its gardens are very singular.  We even participated in an interview with some Harvard students who were doing a job. Very nice!","I wife loved visit Harvard University. We visited many places campus. The buildings imposing really breathe knowledge. Moreover, gardens singular. We even participated interview Harvard students job. Very nice!"
2017-03-16 09:11:47+00:00,Desktop,4,1,See the Art Museum,"The Art Museum got a new addition (Enzo Pianno) a few years ago which really allows you to see the breadth of Harvard's collection in both antiquities and more recent works. There's also a pleasant cafe in the atrium to let what you've seen soak in.The rest of the campus is vast and not all of it contiguous. The Business School is across the river but a world away, feels like a country club.",3,16,3,2017,UTC,en,394,"The Art Museum got a new addition (Enzo Pianno) a few years ago which really allows you to see the breadth of Harvard's collection in both antiquities and more recent works. There's also a pleasant cafe in the atrium to let what you've seen soak in.The rest of the campus is vast and not all of it contiguous. The Business School is across the river but a world away, feels like a country club.",False,False,"The Art Museum got a new addition (Enzo Pianno) a few years ago which really allows you to see the breadth of Harvard's collection in both antiquities and more recent works. There's also a pleasant cafe in the atrium to let what you've seen soak in.The rest of the campus is vast and not all of it contiguous. The Business School is across the river but a world away, feels like a country club.","The Art Museum got new addition( Enzo Pianno) years ago really allows see breadth Harvard's collection antiquities recent works. There's also pleasant cafe atrium let've seen soak in.The rest campus vast contiguous. The Business School across river world away, feels like country club."
2017-03-15 20:39:55+00:00,Mobile,5,0,Primary Care Conference 2017,"Attended the Harvard Medical School Conference. It was fantastic . World renowned Professors. Boston is wonderful despite the snow storm. Quint essentially Middle England ! Beautiful Tea places, fine dining and theatrical performances. 
Unfortunately, could not attend the Whale
Watching as it's not the season yet! Perhaps next time.",2,15,3,2017,UTC,en,334,"Attended the Harvard Medical School Conference. It was fantastic . World renowned Professors. Boston is wonderful despite the snow storm. Quint essentially Middle England ! Beautiful Tea places, fine dining and theatrical performances. 
Unfortunately, could not attend the Whale
Watching as it's not the season yet! Perhaps next time.",False,False,"Attended the Harvard Medical School Conference. It was fantastic . World renowned Professors. Boston is wonderful despite the snow storm. Quint essentially Middle England ! Beautiful Tea places, fine dining and theatrical performances. 
Unfortunately, could not attend the Whale
Watching as it's not the season yet! Perhaps next time.","Attended Harvard Medical School Conference. It fantastic. World renowned Professors. Boston wonderful despite snow storm. Quint essentially Middle England! Beautiful Tea places, fine dining theatrical performances. Unfortunately, could attend Whale Watching's season yet! Perhaps next time."
2017-03-13 05:57:00+00:00,Desktop,3,1,"Well-maintained, worth a quick visit","It took us about 20 minutes to snap a few photos, then it was time to move on. Interesting, if you've seen the place in movies. If not, then not so much.",0,13,3,2017,UTC,en,153,"It took us about 20 minutes to snap a few photos, then it was time to move on. Interesting, if you've seen the place in movies. If not, then not so much.",False,False,"It took us about 20 minutes to snap a few photos, then it was time to move on. Interesting, if you've seen the place in movies. If not, then not so much.","It took us 20 minutes snap photos, time move. Interesting,'ve seen place movies. If, much."
2017-03-12 13:57:43+00:00,Desktop,5,0,Beautiful Campus,We were in Cambridge and had a few minutes to walk through the campus.  It is so nice to see all the historic buildings so beautifully maintained.,6,12,3,2017,UTC,en,146,We were in Cambridge and had a few minutes to walk through the campus.  It is so nice to see all the historic buildings so beautifully maintained.,False,False,We were in Cambridge and had a few minutes to walk through the campus.  It is so nice to see all the historic buildings so beautifully maintained.,We Cambridge minutes walk campus. It nice see historic buildings beautifully maintained.
2017-03-11 20:43:58+00:00,Mobile,5,0,College Visit,"Beautiful campus, art museum & natural history museum. Lots to see at Harvard & nearby Harvard Square offers many lunch & dining options. ",5,11,3,2017,UTC,en,138,"Beautiful campus, art museum & natural history museum. Lots to see at Harvard & nearby Harvard Square offers many lunch & dining options. ",False,False,"Beautiful campus, art museum & natural history museum. Lots to see at Harvard & nearby Harvard Square offers many lunch & dining options. ","Beautiful campus, art museum& natural history museum. Lots see Harvard& nearby Harvard Square offers many lunch& dining options."
2017-03-09 18:09:20+00:00,Mobile,5,0,The Harvard university ,"Took an hour tour of the university with a freshman student. The place has a very British feel about it. The Harvard yard feels awesome with all the student dorms, lecture halls, library and church. ",3,9,3,2017,UTC,en,199,"Took an hour tour of the university with a freshman student. The place has a very British feel about it. The Harvard yard feels awesome with all the student dorms, lecture halls, library and church. ",False,False,"Took an hour tour of the university with a freshman student. The place has a very British feel about it. The Harvard yard feels awesome with all the student dorms, lecture halls, library and church. ","Took hour tour university freshman student. The place British feel. The Harvard yard feels awesome student dorms, lecture halls, library church."
2017-03-09 07:25:29+00:00,Desktop,5,0,Great to see,"Harvard is like a separate town on it's own. The campus is surrounded by student shops and restaurants. The campus itself is very beautiful, as all the buildings have been preserved, and although you are unable to enter any buildings, it's a very tranquil area to stroll around. I went to the Harvard Art Museum, which has very small exhibits. If you are able to see the fine art museum in Boston, rather do that. MIT is within walking distance, and also worth a stroll.",3,9,3,2017,UTC,en,470,"Harvard is like a separate town on it's own. The campus is surrounded by student shops and restaurants. The campus itself is very beautiful, as all the buildings have been preserved, and although you are unable to enter any buildings, it's a very tranquil area to stroll around. I went to the Harvard Art Museum, which has very small exhibits. If you are able to see the fine art museum in Boston, rather do that. MIT is within walking distance, and also worth a stroll.",False,False,"Harvard is like a separate town on it's own. The campus is surrounded by student shops and restaurants. The campus itself is very beautiful, as all the buildings have been preserved, and although you are unable to enter any buildings, it's a very tranquil area to stroll around. I went to the Harvard Art Museum, which has very small exhibits. If you are able to see the fine art museum in Boston, rather do that. MIT is within walking distance, and also worth a stroll.","Harvard like separate town's. The campus surrounded student shops restaurants. The campus beautiful, buildings preserved, although unable enter buildings,'s tranquil area stroll around. I went Harvard Art Museum, small exhibits. If able see fine art museum Boston, rather. MIT within walking distance, also worth stroll."
2017-03-07 06:58:45+00:00,Desktop,4,0,Charming,The name speaks for itself. This Ivy Leaguer wears its age proudly and reverently. A walk through Harvard University can send chills up your spine thinking of the minds that have been nurtured here. Include a tour of Harvard Business School on the Boston side of the Charles River. A powerhouse,1,7,3,2017,UTC,en,294,The name speaks for itself. This Ivy Leaguer wears its age proudly and reverently. A walk through Harvard University can send chills up your spine thinking of the minds that have been nurtured here. Include a tour of Harvard Business School on the Boston side of the Charles River. A powerhouse,False,False,The name speaks for itself. This Ivy Leaguer wears its age proudly and reverently. A walk through Harvard University can send chills up your spine thinking of the minds that have been nurtured here. Include a tour of Harvard Business School on the Boston side of the Charles River. A powerhouse,The name speaks. This Ivy Leaguer wears age proudly reverently. A walk Harvard University send chills spine thinking minds nurtured. Include tour Harvard Business School Boston side Charles River. A powerhouse
2017-03-06 14:07:59+00:00,Desktop,5,0,The classic private university experience!,"If you want to know what to be an exclusive student is like, you have to check this campus. 
Classic Boston architecture, looks like taken from some old british town, really great to see. You can walk around a get amused by pretty much every building. 
Make sure you check the Memorial Cathedral and the small church nearby. The natural history museum is great you have to check it and more important, you can get there by Bus or Subway. Ride the T to Harvard square and walk for a couple of block or find the best bus route (maybe the 1 or the 86) to get there. 
Great campus and awesome architecture!",0,6,3,2017,UTC,en,602,"If you want to know what to be an exclusive student is like, you have to check this campus. 
Classic Boston architecture, looks like taken from some old british town, really great to see. You can walk around a get amused by pretty much every building. 
Make sure you check the Memorial Cathedral and the small church nearby. The natural history museum is great you have to check it and more important, you can get there by Bus or Subway. Ride the T to Harvard square and walk for a couple of block or find the best bus route (maybe the 1 or the 86) to get there. 
Great campus and awesome architecture!",False,False,"If you want to know what to be an exclusive student is like, you have to check this campus. 
Classic Boston architecture, looks like taken from some old british town, really great to see. You can walk around a get amused by pretty much every building. 
Make sure you check the Memorial Cathedral and the small church nearby. The natural history museum is great you have to check it and more important, you can get there by Bus or Subway. Ride the T to Harvard square and walk for a couple of block or find the best bus route (maybe the 1 or the 86) to get there. 
Great campus and awesome architecture!","If want know exclusive student like, check campus. Classic Boston architecture, looks like taken old british town, really great see. You walk around get amused pretty much every building. Make sure check Memorial Cathedral small church nearby. The natural history museum great check important, get Bus Subway. Ride T Harvard square walk couple block find best bus route( maybe 1 86) get. Great campus awesome architecture!"
2017-03-05 21:13:11+00:00,Mobile,5,0,Enjoy!,Grab some coffee in Harvard Square and then sit and people watch on this beautiful campus. This campus has a very different feel than the large state universities found in other parts of the country. The architecture was amazing and there are free tours available if you are interested. Enjoyable way to spend an afternoon!,6,5,3,2017,UTC,en,323,Grab some coffee in Harvard Square and then sit and people watch on this beautiful campus. This campus has a very different feel than the large state universities found in other parts of the country. The architecture was amazing and there are free tours available if you are interested. Enjoyable way to spend an afternoon!,False,False,Grab some coffee in Harvard Square and then sit and people watch on this beautiful campus. This campus has a very different feel than the large state universities found in other parts of the country. The architecture was amazing and there are free tours available if you are interested. Enjoyable way to spend an afternoon!,Grab coffee Harvard Square sit people watch beautiful campus. This campus different feel large state universities found parts country. The architecture amazing free tours available interested. Enjoyable way spend afternoon!
2017-03-04 10:12:04+00:00,Desktop,5,0,A Crimson Masterpiece,"Once upon a time in a remote outpost of the British Empire a tiny college was founded, and subsequently enriched by the modest estate of Cambridge-educated clergyman John Harvard. He tooketh no selfies, so the statue of him is based on a favorite local pastime: good-natured speculation grounded in research. Behold what nearly four subsequent centuries hath wrought! Enjoy a walk, or sit, in the Yard, a four-season feast for architecture, landscape, and people-watching enthusiasts, and imagine the leaders, both celebrated and notorious, in politics (including eight U.S. presidents), law, humanities, arts, sciences, and business who have wandered through this Crimson space. Walk up the steps of Widener Library, a gift of a grieving mother in honor of her bibliophile son who perished on the Titanic. Visit Memorial Church, and especially the heartbreaking and astonishingly ornate World War I memorial, and be reminded that there are many from privileged backgrounds who do not dodge or scorn the ultimate sacrifice in the service of a larger good. Memorial Hall, with its rich, fantastic woodwork and stained glass windows, is a timely and hauntingly beautiful reminder of an American Civil War that often seems without end. Harvard extends far beyond the Yard area and has endless delights in store, from the Weeks Footbridge over the Charles River (try it at dawn or dusk for an unforgettable many-cupolaed sensory treat) to the Biz School, to the dazzling marbled magnificence of the Medical School Quad, to the green (in the environmental sense) and grand (in every sense) state-of-the-art Wasserstein Hall at the Law School. Consult a map. Set aside ample time. Indulge. Repeat!",5,4,3,2017,UTC,en,1691,"Once upon a time in a remote outpost of the British Empire a tiny college was founded, and subsequently enriched by the modest estate of Cambridge-educated clergyman John Harvard. He tooketh no selfies, so the statue of him is based on a favorite local pastime: good-natured speculation grounded in research. Behold what nearly four subsequent centuries hath wrought! Enjoy a walk, or sit, in the Yard, a four-season feast for architecture, landscape, and people-watching enthusiasts, and imagine the leaders, both celebrated and notorious, in politics (including eight U.S. presidents), law, humanities, arts, sciences, and business who have wandered through this Crimson space. Walk up the steps of Widener Library, a gift of a grieving mother in honor of her bibliophile son who perished on the Titanic. Visit Memorial Church, and especially the heartbreaking and astonishingly ornate World War I memorial, and be reminded that there are many from privileged backgrounds who do not dodge or scorn the ultimate sacrifice in the service of a larger good. Memorial Hall, with its rich, fantastic woodwork and stained glass windows, is a timely and hauntingly beautiful reminder of an American Civil War that often seems without end. Harvard extends far beyond the Yard area and has endless delights in store, from the Weeks Footbridge over the Charles River (try it at dawn or dusk for an unforgettable many-cupolaed sensory treat) to the Biz School, to the dazzling marbled magnificence of the Medical School Quad, to the green (in the environmental sense) and grand (in every sense) state-of-the-art Wasserstein Hall at the Law School. Consult a map. Set aside ample time. Indulge. Repeat!",False,False,"Once upon a time in a remote outpost of the British Empire a tiny college was founded, and subsequently enriched by the modest estate of Cambridge-educated clergyman John Harvard. He tooketh no selfies, so the statue of him is based on a favorite local pastime: good-natured speculation grounded in research. Behold what nearly four subsequent centuries hath wrought! Enjoy a walk, or sit, in the Yard, a four-season feast for architecture, landscape, and people-watching enthusiasts, and imagine the leaders, both celebrated and notorious, in politics (including eight U.S. presidents), law, humanities, arts, sciences, and business who have wandered through this Crimson space. Walk up the steps of Widener Library, a gift of a grieving mother in honor of her bibliophile son who perished on the Titanic. Visit Memorial Church, and especially the heartbreaking and astonishingly ornate World War I memorial, and be reminded that there are many from privileged backgrounds who do not dodge or scorn the ultimate sacrifice in the service of a larger good. Memorial Hall, with its rich, fantastic woodwork and stained glass windows, is a timely and hauntingly beautiful reminder of an American Civil War that often seems without end. Harvard extends far beyond the Yard area and has endless delights in store, from the Weeks Footbridge over the Charles River (try it at dawn or dusk for an unforgettable many-cupolaed sensory treat) to the Biz School, to the dazzling marbled magnificence of the Medical School Quad, to the green (in the environmental sense) and grand (in every sense) state-of-the-art Wasserstein Hall at the Law School. Consult a map. Set aside ample time. Indulge. Repeat!","Once upon time remote outpost British Empire tiny college founded, subsequently enriched modest estate Cambridge-educated clergyman John Harvard. He tooketh selfies, statue based favorite local pastime: good-natured speculation grounded research. Behold nearly four subsequent centuries hath wrought! Enjoy walk, sit, Yard, four-season feast architecture, landscape, people-watching enthusiasts, imagine leaders, celebrated notorious, politics( including eight U.S. presidents), law, humanities, arts, sciences, business wandered Crimson space. Walk steps Widener Library, gift grieving mother honor bibliophile son perished Titanic. Visit Memorial Church, especially heartbreaking astonishingly ornate World War I memorial, reminded many privileged backgrounds dodge scorn ultimate sacrifice service larger good. Memorial Hall, rich, fantastic woodwork stained glass windows, timely hauntingly beautiful reminder American Civil War often seems without end. Harvard extends far beyond Yard area endless delights store, Weeks Footbridge Charles River( try dawn dusk unforgettable many-cupolaed sensory treat) Biz School, dazzling marbled magnificence Medical School Quad, green( environmental sense) grand( every sense) state-of-the-art Wasserstein Hall Law School. Consult map. Set aside ample time. Indulge. Repeat!"
2017-03-02 07:18:28+00:00,Desktop,5,0,Beautiful Campus,A must visit to one of the top universities in the world. It has a huge campus to see around. The architecture is just awesome.,3,2,3,2017,UTC,en,127,A must visit to one of the top universities in the world. It has a huge campus to see around. The architecture is just awesome.,False,False,A must visit to one of the top universities in the world. It has a huge campus to see around. The architecture is just awesome.,A must visit one top universities world. It huge campus see around. The architecture awesome.
2017-03-01 14:19:13+00:00,Desktop,4,0,"Beautiful Campus, but very much a tourist destination","Feel like you're in the UK/Ireland, but definitely expect plenty of tourists & groups crowded around on the weekends. Right by the t stop & very accessible though!",2,1,3,2017,UTC,en,163,"Feel like you're in the UK/Ireland, but definitely expect plenty of tourists & groups crowded around on the weekends. Right by the t stop & very accessible though!",False,False,"Feel like you're in the UK/Ireland, but definitely expect plenty of tourists & groups crowded around on the weekends. Right by the t stop & very accessible though!","Feel like're UK/Ireland, definitely expect plenty tourists& groups crowded around weekends. Right stop& accessible though!"
2017-02-28 17:13:30+00:00,Desktop,4,0,The varied and old,"Started in 1638, HU grew into one of the preeminent colleges in the world. The history is all around you.",1,28,2,2017,UTC,en,105,"Started in 1638, HU grew into one of the preeminent colleges in the world. The history is all around you.",False,False,"Started in 1638, HU grew into one of the preeminent colleges in the world. The history is all around you.","Started 1638, HU grew one preeminent colleges world. The history around."
2017-02-21 21:18:31+00:00,Mobile,5,1,College tour,"Daughter and I toured Harvard University today. Was probably the best college tour we've been on so far. Well organized and prepared, and the tour itself took us around to enough places to get a really good feel for the campus. Buildings are beautiful, and Memorial Hall was absolutely spectacular. ",1,21,2,2017,UTC,en,299,"Daughter and I toured Harvard University today. Was probably the best college tour we've been on so far. Well organized and prepared, and the tour itself took us around to enough places to get a really good feel for the campus. Buildings are beautiful, and Memorial Hall was absolutely spectacular. ",False,False,"Daughter and I toured Harvard University today. Was probably the best college tour we've been on so far. Well organized and prepared, and the tour itself took us around to enough places to get a really good feel for the campus. Buildings are beautiful, and Memorial Hall was absolutely spectacular. ","Daughter I toured Harvard University today. Was probably best college tour've far. Well organized prepared, tour took us around enough places get really good feel campus. Buildings beautiful, Memorial Hall absolutely spectacular."
2017-02-20 18:34:55+00:00,Desktop,5,0,Harvard,"We did a Harvard Walking Tour which is led by a 2nd year Harvard Student Boris. 
We walked through the Harvard Grounds past the Freshman Dorms, The Library, the main grounds area. The whole area around the campus is pretty much all centered around the students. With all the off campus living being right in the centre of the little town. The Campus is beautiful with prefectly manicured gardens and hirsotic brownstone buildings. 70% of the students at Harvard are on scholarship. 
A good tour that goes for just over an hour. Guide was very informative and enthusiastic.",0,20,2,2017,UTC,en,572,"We did a Harvard Walking Tour which is led by a 2nd year Harvard Student Boris. 
We walked through the Harvard Grounds past the Freshman Dorms, The Library, the main grounds area. The whole area around the campus is pretty much all centered around the students. With all the off campus living being right in the centre of the little town. The Campus is beautiful with prefectly manicured gardens and hirsotic brownstone buildings. 70% of the students at Harvard are on scholarship. 
A good tour that goes for just over an hour. Guide was very informative and enthusiastic.",False,False,"We did a Harvard Walking Tour which is led by a 2nd year Harvard Student Boris. 
We walked through the Harvard Grounds past the Freshman Dorms, The Library, the main grounds area. The whole area around the campus is pretty much all centered around the students. With all the off campus living being right in the centre of the little town. The Campus is beautiful with prefectly manicured gardens and hirsotic brownstone buildings. 70% of the students at Harvard are on scholarship. 
A good tour that goes for just over an hour. Guide was very informative and enthusiastic.","We Harvard Walking Tour led 2nd year Harvard Student Boris. We walked Harvard Grounds past Freshman Dorms, The Library, main grounds area. The whole area around campus pretty much centered around students. With campus living right centre little town. The Campus beautiful prefectly manicured gardens hirsotic brownstone buildings. 70% students Harvard scholarship. A good tour goes hour. Guide informative enthusiastic."
2017-02-16 19:27:10+00:00,Mobile,4,0,Wander in the feet of the great,Staying in central Boston we decided to cross the Charles River (by the T) to just savour this world-renowned Ivy League (Harvard) campus.  A very snowy & cold day indeed but we were pleased to go & mouth around.  My only criticism (not least because I'm a Brit) is that there were no open Colleges or Chapels.  No maps or tourist information - like we have in Oxford & Cambridge.  Shame.  Lovely place though.,3,16,2,2017,UTC,en,410,Staying in central Boston we decided to cross the Charles River (by the T) to just savour this world-renowned Ivy League (Harvard) campus.  A very snowy & cold day indeed but we were pleased to go & mouth around.  My only criticism (not least because I'm a Brit) is that there were no open Colleges or Chapels.  No maps or tourist information - like we have in Oxford & Cambridge.  Shame.  Lovely place though.,False,False,Staying in central Boston we decided to cross the Charles River (by the T) to just savour this world-renowned Ivy League (Harvard) campus.  A very snowy & cold day indeed but we were pleased to go & mouth around.  My only criticism (not least because I'm a Brit) is that there were no open Colleges or Chapels.  No maps or tourist information - like we have in Oxford & Cambridge.  Shame.  Lovely place though.,Staying central Boston decided cross Charles River( T) savour world-renowned Ivy League( Harvard) campus. A snowy& cold day indeed pleased go& mouth around. My criticism( least I'm Brit) open Colleges Chapels. No maps tourist information- like Oxford& Cambridge. Shame. Lovely place though.
2017-02-16 15:28:39+00:00,Desktop,5,0,"If you are in the area, you have to experience the Harvard atmosphere.",Spending a couple of hours at Harvard is well worth the time. See buildings you recognize from movies. Walk around the campus areas and visit the alumni club. Take some photos and don’t forget to drop in at the Harvard book store. This is a valuable piece of history.,3,16,2,2017,UTC,en,267,Spending a couple of hours at Harvard is well worth the time. See buildings you recognize from movies. Walk around the campus areas and visit the alumni club. Take some photos and don’t forget to drop in at the Harvard book store. This is a valuable piece of history.,False,False,Spending a couple of hours at Harvard is well worth the time. See buildings you recognize from movies. Walk around the campus areas and visit the alumni club. Take some photos and don’t forget to drop in at the Harvard book store. This is a valuable piece of history.,Spending couple hours Harvard well worth time. See buildings recognize movies. Walk around campus areas visit alumni club. Take photos’ forget drop Harvard book store. This valuable piece history.
2017-02-11 08:14:46+00:00,Mobile,3,0,Walking tour, Nice surroundings nice area . Good shopping area. Quaint stores. Interesting architecture and history.,5,11,2,2017,UTC,en,103, Nice surroundings nice area . Good shopping area. Quaint stores. Interesting architecture and history.,False,False, Nice surroundings nice area . Good shopping area. Quaint stores. Interesting architecture and history.,Nice surroundings nice area. Good shopping area. Quaint stores. Interesting architecture history.
2017-02-06 18:37:08+00:00,Mobile,5,0,Christmas holiday in Cambridge,Harvard university didn't have any cafes open when we visited because its the christmas break. The cafe at the harvard art gallery is fantastic and the museum is SUPERP.,0,6,2,2017,UTC,en,169,Harvard university didn't have any cafes open when we visited because its the christmas break. The cafe at the harvard art gallery is fantastic and the museum is SUPERP.,False,False,Harvard university didn't have any cafes open when we visited because its the christmas break. The cafe at the harvard art gallery is fantastic and the museum is SUPERP.,Harvard university n't cafes open visited christmas break. The cafe harvard art gallery fantastic museum SUPERP.
2017-02-02 12:44:07+00:00,Desktop,5,0,Educational Highlight,What can you say?  Harvard.  I have been a few times and have seen the beautiful area or attended a musical memorial.  At the memorial a few years ago I got to see Lynn Chang and Yo  Yo MA play.  They were students of the person being memorialized Louse Vosgurgian (Im sure I messed up the name.  She was the Music teacher there of both them and the others who performed.  This school continues to produse high quality performers in all fields.,3,2,2,2017,UTC,en,444,What can you say?  Harvard.  I have been a few times and have seen the beautiful area or attended a musical memorial.  At the memorial a few years ago I got to see Lynn Chang and Yo  Yo MA play.  They were students of the person being memorialized Louse Vosgurgian (Im sure I messed up the name.  She was the Music teacher there of both them and the others who performed.  This school continues to produse high quality performers in all fields.,False,False,What can you say?  Harvard.  I have been a few times and have seen the beautiful area or attended a musical memorial.  At the memorial a few years ago I got to see Lynn Chang and Yo  Yo MA play.  They were students of the person being memorialized Louse Vosgurgian (Im sure I messed up the name.  She was the Music teacher there of both them and the others who performed.  This school continues to produse high quality performers in all fields.,What say? Harvard. I times seen beautiful area attended musical memorial. At memorial years ago I got see Lynn Chang Yo Yo MA play. They students person memorialized Louse Vosgurgian( Im sure I messed name. She Music teacher others performed. This school continues produse high quality performers fields.
2017-01-31 14:15:01+00:00,Mobile,5,0,Great tour of Harvard with Oxana. The tour was lively and very well informed. Oxana's enthusiasm is contagious!!!,Absolutely worth doing. Experiencing the place from a student's point of view and feeling the enthusiasm which makes you understand why it attracts so many people from all over the globe.,1,31,1,2017,UTC,en,187,Absolutely worth doing. Experiencing the place from a student's point of view and feeling the enthusiasm which makes you understand why it attracts so many people from all over the globe.,False,False,Absolutely worth doing. Experiencing the place from a student's point of view and feeling the enthusiasm which makes you understand why it attracts so many people from all over the globe.,Absolutely worth. Experiencing place student's point view feeling enthusiasm makes understand attracts many people globe.
2017-01-29 13:17:45+00:00,Mobile,5,0,"A place that's is ""open"" but it's all closed ","I don't like Universities with libraries closed for the public. Knowledge should be open for every one, specially libraries. I was a student at University of Edinburgh, a top 20 University in the world, and it's library is open for everyone :) don't get me wrong, being at Harvard is nice but certainly tells  you a lot when you can't even take a look at it's library. Perhaps is because some graduates will become part of the Arms industry that's is based in Boston :(",6,29,1,2017,UTC,en,469,"I don't like Universities with libraries closed for the public. Knowledge should be open for every one, specially libraries. I was a student at University of Edinburgh, a top 20 University in the world, and it's library is open for everyone :) don't get me wrong, being at Harvard is nice but certainly tells  you a lot when you can't even take a look at it's library. Perhaps is because some graduates will become part of the Arms industry that's is based in Boston :(",False,False,"I don't like Universities with libraries closed for the public. Knowledge should be open for every one, specially libraries. I was a student at University of Edinburgh, a top 20 University in the world, and it's library is open for everyone :) don't get me wrong, being at Harvard is nice but certainly tells  you a lot when you can't even take a look at it's library. Perhaps is because some graduates will become part of the Arms industry that's is based in Boston :(","I n't like Universities libraries closed public. Knowledge open every one, specially libraries. I student University Edinburgh, top 20 University world,'s library open everyone:) n't get wrong, Harvard nice certainly tells lot ca n't even take look's library. Perhaps graduates become part Arms industry's based Boston:("
